task,model,source,lang,lpr,wpr
monolingual,command-r-plus,all,fr,99.67%,N/A
monolingual,command-r-plus,all,hi,100.00%,100.00%
monolingual,command-r-plus,all,ru,100.00%,98.00%
monolingual,command-r-plus,all,ja,99.00%,98.99%
monolingual,command-r-plus,all,ko,100.00%,100.00%
monolingual,command-r-plus,all,de,100.00%,N/A
monolingual,command-r-plus,all,id,97.00%,N/A
monolingual,command-r-plus,all,it,100.00%,N/A
monolingual,command-r-plus,all,vi,99.00%,N/A
monolingual,command-r-plus,all,all,99.24%,99.44%
crosslingual,gpt-3.5-turbo,complex_prompts,ar,75.27%,97.14%
crosslingual,gpt-3.5-turbo,complex_prompts,de,76.60%,N/A
crosslingual,gpt-3.5-turbo,complex_prompts,es,81.91%,N/A
crosslingual,gpt-3.5-turbo,complex_prompts,fr,70.53%,N/A
crosslingual,gpt-3.5-turbo,complex_prompts,hi,78.95%,97.33%
crosslingual,gpt-3.5-turbo,complex_prompts,id,67.39%,N/A
crosslingual,gpt-3.5-turbo,complex_prompts,it,76.04%,N/A
crosslingual,gpt-3.5-turbo,complex_prompts,ja,72.92%,95.71%
crosslingual,gpt-3.5-turbo,complex_prompts,ko,75.00%,95.45%
crosslingual,gpt-3.5-turbo,complex_prompts,pt,77.66%,N/A
crosslingual,gpt-3.5-turbo,complex_prompts,ru,79.35%,95.89%
crosslingual,gpt-3.5-turbo,complex_prompts,tr,72.53%,N/A
crosslingual,gpt-3.5-turbo,complex_prompts,vi,79.35%,N/A
crosslingual,gpt-3.5-turbo,complex_prompts,zh,66.33%,96.92%
crosslingual,gpt-3.5-turbo,okapi,ar,99.00%,100.00%
crosslingual,gpt-3.5-turbo,okapi,de,99.00%,N/A
crosslingual,gpt-3.5-turbo,okapi,es,100.00%,N/A
crosslingual,gpt-3.5-turbo,okapi,fr,96.00%,N/A
crosslingual,gpt-3.5-turbo,okapi,hi,98.99%,100.00%
crosslingual,gpt-3.5-turbo,okapi,id,90.00%,N/A
crosslingual,gpt-3.5-turbo,okapi,it,100.00%,N/A
crosslingual,gpt-3.5-turbo,okapi,ja,97.00%,100.00%
crosslingual,gpt-3.5-turbo,okapi,ko,98.97%,100.00%
crosslingual,gpt-3.5-turbo,okapi,pt,97.00%,N/A
crosslingual,gpt-3.5-turbo,okapi,ru,98.00%,100.00%
crosslingual,gpt-3.5-turbo,okapi,tr,97.96%,N/A
crosslingual,gpt-3.5-turbo,okapi,vi,99.00%,N/A
crosslingual,gpt-3.5-turbo,okapi,zh,97.00%,100.00%
crosslingual,gpt-3.5-turbo,sharegpt,ar,98.00%,100.00%
crosslingual,gpt-3.5-turbo,sharegpt,de,95.00%,N/A
crosslingual,gpt-3.5-turbo,sharegpt,es,98.00%,N/A
crosslingual,gpt-3.5-turbo,sharegpt,fr,97.00%,N/A
crosslingual,gpt-3.5-turbo,sharegpt,hi,98.00%,100.00%
crosslingual,gpt-3.5-turbo,sharegpt,id,96.00%,N/A
crosslingual,gpt-3.5-turbo,sharegpt,it,98.00%,N/A
crosslingual,gpt-3.5-turbo,sharegpt,ja,95.00%,100.00%
crosslingual,gpt-3.5-turbo,sharegpt,ko,97.00%,100.00%
crosslingual,gpt-3.5-turbo,sharegpt,pt,95.00%,N/A
crosslingual,gpt-3.5-turbo,sharegpt,ru,98.00%,98.98%
crosslingual,gpt-3.5-turbo,sharegpt,tr,97.00%,N/A
crosslingual,gpt-3.5-turbo,sharegpt,vi,97.00%,N/A
crosslingual,gpt-3.5-turbo,sharegpt,zh,96.00%,100.00%
crosslingual,gpt-3.5-turbo,complex_prompts,all,74.99%,96.41%
crosslingual,gpt-3.5-turbo,okapi,all,97.71%,100.00%
crosslingual,gpt-3.5-turbo,sharegpt,all,96.79%,99.83%
crosslingual,gpt-3.5-turbo,all,ar,90.76%,99.05%
crosslingual,gpt-3.5-turbo,all,de,90.20%,N/A
crosslingual,gpt-3.5-turbo,all,es,93.30%,N/A
crosslingual,gpt-3.5-turbo,all,fr,87.84%,N/A
crosslingual,gpt-3.5-turbo,all,hi,91.98%,99.11%
crosslingual,gpt-3.5-turbo,all,id,84.46%,N/A
crosslingual,gpt-3.5-turbo,all,it,91.35%,N/A
crosslingual,gpt-3.5-turbo,all,ja,88.31%,98.57%
crosslingual,gpt-3.5-turbo,all,ko,90.32%,98.48%
crosslingual,gpt-3.5-turbo,all,pt,89.89%,N/A
crosslingual,gpt-3.5-turbo,all,ru,91.78%,98.29%
crosslingual,gpt-3.5-turbo,all,tr,89.16%,N/A
crosslingual,gpt-3.5-turbo,all,vi,91.78%,N/A
crosslingual,gpt-3.5-turbo,all,zh,86.44%,98.97%
crosslingual,gpt-3.5-turbo,all,all,89.83%,98.75%
monolingual,gpt-3.5-turbo,aya_human_annotated,ar,100.00%,100.00%
monolingual,gpt-3.5-turbo,aya_human_annotated,en,100.00%,N/A
monolingual,gpt-3.5-turbo,aya_human_annotated,pt,97.96%,N/A
monolingual,gpt-3.5-turbo,aya_human_annotated,tr,100.00%,N/A
monolingual,gpt-3.5-turbo,aya_human_annotated,zh,95.00%,100.00%
monolingual,gpt-3.5-turbo,dolly_human_edited,ar,100.00%,100.00%
monolingual,gpt-3.5-turbo,dolly_human_edited,es,100.00%,N/A
monolingual,gpt-3.5-turbo,dolly_human_edited,fr,100.00%,N/A
monolingual,gpt-3.5-turbo,dolly_human_edited,hi,98.97%,100.00%
monolingual,gpt-3.5-turbo,dolly_human_edited,ru,100.00%,100.00%
monolingual,gpt-3.5-turbo,native_prompts,es,100.00%,N/A
monolingual,gpt-3.5-turbo,native_prompts,fr,100.00%,N/A
monolingual,gpt-3.5-turbo,native_prompts,ja,98.00%,98.98%
monolingual,gpt-3.5-turbo,native_prompts,ko,100.00%,100.00%
monolingual,gpt-3.5-turbo,okapi,ar,100.00%,100.00%
monolingual,gpt-3.5-turbo,okapi,de,100.00%,N/A
monolingual,gpt-3.5-turbo,okapi,en,99.00%,N/A
monolingual,gpt-3.5-turbo,okapi,es,99.00%,N/A
monolingual,gpt-3.5-turbo,okapi,fr,100.00%,N/A
monolingual,gpt-3.5-turbo,okapi,id,96.00%,N/A
monolingual,gpt-3.5-turbo,okapi,it,100.00%,N/A
monolingual,gpt-3.5-turbo,okapi,pt,98.00%,N/A
monolingual,gpt-3.5-turbo,okapi,vi,99.00%,N/A
monolingual,gpt-3.5-turbo,okapi,zh,98.99%,100.00%
monolingual,gpt-3.5-turbo,aya_human_annotated,all,98.59%,100.00%
monolingual,gpt-3.5-turbo,dolly_human_edited,all,99.79%,100.00%
monolingual,gpt-3.5-turbo,native_prompts,all,99.50%,99.49%
monolingual,gpt-3.5-turbo,okapi,all,99.00%,100.00%
monolingual,gpt-3.5-turbo,all,ar,100.00%,100.00%
monolingual,gpt-3.5-turbo,all,en,99.50%,N/A
monolingual,gpt-3.5-turbo,all,pt,97.98%,N/A
monolingual,gpt-3.5-turbo,all,tr,100.00%,N/A
monolingual,gpt-3.5-turbo,all,zh,96.99%,100.00%
monolingual,gpt-3.5-turbo,all,es,99.67%,N/A
monolingual,gpt-3.5-turbo,all,fr,100.00%,N/A
monolingual,gpt-3.5-turbo,all,hi,98.97%,100.00%
monolingual,gpt-3.5-turbo,all,ru,100.00%,100.00%
monolingual,gpt-3.5-turbo,all,ja,98.00%,98.98%
monolingual,gpt-3.5-turbo,all,ko,100.00%,100.00%
monolingual,gpt-3.5-turbo,all,de,100.00%,N/A
monolingual,gpt-3.5-turbo,all,id,96.00%,N/A
monolingual,gpt-3.5-turbo,all,it,100.00%,N/A
monolingual,gpt-3.5-turbo,all,vi,99.00%,N/A
monolingual,gpt-3.5-turbo,all,all,99.07%,99.83%
